날짜,고객예탁금,,신용잔고,,펀드,,,,,
,,,,,주식형,,혼합형,,채권형,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.08.12,"742,016","75,144","248,458",621,"839,968",864,"310,967","1,036","1,321,214",916
21.08.11,"666,872","1,125","247,837","2,313","839,104","5,014","312,003",225,"1,322,130",847
21.08.10,"667,997","47,827","245,524","2,210","844,118","1,085","312,228",281,"1,321,283",936
21.08.09,"715,824","27,750","243,314","2,875","845,203","5,124","312,509",701,"1,322,219",749
21.08.06,"688,074","11,697","240,439",653,"840,079","2,225","313,210",499,"1,322,968","1,876"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.08.05,"699,771",728,"241,091",661,"837,854","1,017","312,711",172,"1,324,844",788
21.08.04,"700,499","1,702","241,752",855,"836,837","5,069","312,539",144,"1,324,056","4,565"
21.08.03,"698,797","2,292","242,607",777,"831,768","1,125","312,395","1,461","1,328,621","4,722"
21.08.02,"696,504","23,943","243,384",48,"830,643","3,225","310,934",566,"1,323,899","3,296"
21.07.30,"672,561","79,114","243,432",939,"827,418","3,242","310,368",241,"1,320,603",98
,,,,,,,,,,
21.07.29,"751,675","91,549","244,371",488,"830,660","3,286","310,609",491,"1,320,505","2,180"
21.07.28,"660,127","29,418","244,859",72,"827,374",945,"310,118",202,"1,322,685","3,523"
21.07.27,"630,709","85,937","244,931",156,"828,319","2,753","309,916",611,"1,326,208","2,077"
21.07.26,"716,646","38,672","244,775",599,"825,566","1,939","309,305",603,"1,328,285","3,044"
21.07.23,"677,974","2,760","245,373",259,"827,505","1,326","308,702",190,"1,331,329",113
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.07.22,"680,734","1,304","245,115",942,"826,179","7,319","308,512",340,"1,331,216",651
21.07.21,"679,430","1,464","246,056",158,"818,860","1,623","308,172",248,"1,331,867","1,136"
21.07.20,"677,966","3,454","246,214",334,"820,483","1,884","307,924","1,844","1,333,003","1,048"
21.07.19,"681,420","7,605","246,548",933,"822,367","2,614","306,080",386,"1,331,955","3,985"
21.07.16,"689,025","4,159","245,615","1,368","824,981","3,731","305,694","2,019","1,327,970","1,504"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.07.15,"693,184","28,210","244,247",564,"828,712","1,412","303,675",689,"1,326,466",419
21.07.14,"664,974","19,180","243,682",41,"827,300","2,004","302,986",457,"1,326,885","1,447"
21.07.13,"684,155","33,217","243,724",506,"825,296","3,910","302,529",780,"1,328,332","2,160"
21.07.12,"650,938","14,467","244,230",845,"821,386","1,861","301,749",520,"1,326,172",354
21.07.09,"665,405","29,015","245,075",182,"819,525","4,591","301,229",103,"1,326,526","1,278"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.07.08,"694,420","15,418","244,893",151,"824,116","2,417","301,332","1,087","1,327,804","1,570"
21.07.07,"679,002","11,643","244,742",502,"826,533","2,058","300,245",127,"1,326,234","3,379"
21.07.06,"667,359","11,406","244,240","1,213","824,475","1,299","300,118",123,"1,329,613",418
21.07.05,"678,765","9,149","243,027","1,058","823,176","2,050","299,995",443,"1,329,195",420
21.07.02,"669,616","21,575","241,969","1,194","821,126","1,231","299,552",538,"1,328,775","3,100"
,,,,,,,,,,
21.07.01,"691,191","29,863","240,775","3,488","822,357","2,580","299,014",237,"1,325,675",34
21.06.30,"661,328","17,442","237,287",530,"824,937","4,316","298,777",991,"1,325,709","5,408"
21.06.29,"678,770","1,992","236,757",695,"820,621","1,050","297,786",652,"1,331,117",59
21.06.28,"676,778","6,187","237,452",622,"821,671",184,"297,134",396,"1,331,058",830
21.06.25,"670,592","4,348","236,830",519,"821,855","2,050","296,738",452,"1,331,888","2,434"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.06.24,"666,244","5,643","236,311",458,"819,805",568,"296,286",178,"1,329,454","3,086"
21.06.23,"660,601","13,532","235,853",274,"819,237","2,339","296,108",360,"1,326,368",154
21.06.22,"674,133","5,335","236,126",756,"816,898","1,990","295,748",338,"1,326,214",209
21.06.21,"679,468","9,210","235,371",437,"818,888",408,"295,410",672,"1,326,423","3,649"
21.06.18,"670,257",441,"234,934",495,"818,480",768,"294,738",272,"1,330,072","1,316"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.06.17,"670,698",348,"234,439",508,"817,712",990,"294,466",87,"1,331,388","1,405"
21.06.16,"670,350","4,413","233,930",25,"818,702","3,576","294,379",482,"1,332,793","2,523"
21.06.15,"674,763","5,889","233,956",31,"815,126",217,"293,897",384,"1,335,316",781
21.06.14,"668,874","2,717","233,925",671,"814,909","1,770","293,513",392,"1,334,535","1,752"
21.06.11,"666,158","5,148","234,596",961,"813,139","3,403","293,121",267,"1,332,783",512
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.06.10,"671,305","20,730","235,557",856,"809,736",644,"292,854",453,"1,332,271",92
21.06.09,"650,576","20,674","236,413",828,"809,092","8,893","292,401",332,"1,332,363","1,528"
21.06.08,"671,250","5,032","235,585",954,"817,985","5,195","292,069",578,"1,333,891","1,080"
21.06.07,"666,218","24,527","234,631","1,172","823,180","3,700","291,491",348,"1,334,971","3,273"
21.06.04,"641,691","6,458","233,458","1,692","826,880","7,395","291,143",227,"1,331,698","1,095"
,,,,,,,,,,
21.06.03,"648,149","10,105","231,766",280,"834,275","1,100","290,916",237,"1,330,603",47
21.06.02,"658,254","7,887","232,046","1,102","833,175","6,791","290,679",172,"1,330,556",793
21.06.01,"666,141","25,404","230,943",302,"839,966",129,"290,507",294,"1,331,349","3,109"
21.05.31,"640,737","2,921","230,642",547,"839,837",684,"290,213",775,"1,328,240","1,097"
21.05.28,"643,658","11,009","230,095","1,265","839,153","3,414","289,438",251,"1,329,337","1,275"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.05.27,"632,649","3,391","228,830",690,"835,739","2,959","289,187",389,"1,328,062","1,610"
21.05.26,"629,258","6,347","228,140","1,881","832,780","3,274","288,798",263,"1,326,452","1,109"
21.05.25,"635,605","3,160","230,021",702,"829,506","3,114","288,535",615,"1,325,343",297
21.05.24,"638,765","9,006","230,723",308,"826,392",992,"287,920",284,"1,325,640","2,901"
21.05.21,"647,771","3,145","230,415",869,"827,384","2,793","287,636",290,"1,322,739","4,140"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.05.20,"644,625","15,140","231,284",355,"824,591",687,"287,346",268,"1,318,599","3,269"
21.05.18,"659,765","5,374","230,929",714,"823,904","4,057","287,078",844,"1,315,330","1,500"
21.05.17,"654,391","11,758","231,643",924,"819,847",545,"286,234",380,"1,313,830","1,541"
21.05.14,"666,149","44,458","232,568",556,"820,392","6,909","286,614",250,"1,312,289","1,488"
21.05.13,"710,608","5,357","233,124","3,469","813,483","7,457","286,364",206,"1,310,801","5,579"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.05.12,"715,964","24,365","229,655","1,394","820,940","1,124","286,158","1,903","1,305,222","4,403"
21.05.11,"691,600","13,933","228,261","1,392","822,064","3,715","288,061",866,"1,300,819","1,872"
21.05.10,"677,666","1,946","226,869","1,695","825,779","7,482","287,195",986,"1,298,947",618
21.05.07,"679,612","40,973","225,174","2,047","818,297","3,722","286,209","1,250","1,299,565","2,788"
21.05.06,"720,585","18,653","227,221","2,346","814,575","3,121","284,959",782,"1,296,777",637
,,,,,,,,,,
21.05.04,"739,238","39,780","229,567","1,530","811,454","5,881","284,177","1,048","1,297,414","6,330"
21.05.03,"779,018","194,852","231,097","1,626","805,573","3,224","283,129","1,381","1,291,084","7,659"
21.04.30,"584,167","10,675","232,723","1,638","808,797","2,452","281,748",971,"1,283,425","2,231"
21.04.29,"594,842","141,117","234,361",941,"811,249",673,"280,777","1,265","1,281,194","3,845"
21.04.28,"735,959","36,037","233,420",800,"811,922","5,888","279,512",66,"1,285,039","1,272"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.04.27,"699,922","13,901","232,620",8,"817,810",906,"279,578",690,"1,286,311","2,299"
21.04.26,"686,021","9,145","232,612",23,"816,904","4,026","278,888",859,"1,284,012",838
21.04.23,"676,877","17,296","232,635","1,766","812,878","1,683","278,029",916,"1,283,174",832
21.04.22,"694,172","22,921","230,869","1,086","814,561","3,885","277,113","1,164","1,284,006","2,664"
21.04.21,"671,251","14,437","229,783","1,837","810,676","6,258","275,949","4,656","1,281,342",568
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.04.20,"656,814","35,016","227,946","3,615","816,934",966,"271,293","1,155","1,281,910","1,191"
21.04.19,"691,830","21,816","224,331",895,"817,900","2,451","270,138","3,486","1,280,719",567
21.04.16,"670,014","13,477","223,436",318,"820,351","1,845","266,652","1,119","1,280,152",977
21.04.15,"656,538","26,365","223,118",376,"818,506","1,755","265,533",852,"1,279,175",337
21.04.14,"630,172","5,846","222,742","1,033","816,751",923,"264,681","1,114","1,278,838","1,036"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.04.13,"636,019","3,477","221,709",410,"817,674","3,881","263,567",397,"1,279,874","1,545"
21.04.12,"639,496","7,670","221,299",767,"813,793",105,"263,170",320,"1,278,329","14,338"
21.04.09,"647,166","5,666","220,532",88,"813,898","1,087","262,850",730,"1,263,991","10,217"
21.04.08,"641,500","4,148","220,620",409,"814,985",348,"262,120",403,"1,253,774","3,283"
21.04.07,"637,352","1,409","221,029",442,"815,333","1,580","261,717",333,"1,250,491",490
,,,,,,,,,,
21.04.06,"635,943","1,994","220,587",283,"813,753",560,"261,384",243,"1,250,001","1,328"
21.04.05,"637,938","16,020","220,870",630,"813,193","1,025","261,141",619,"1,248,673","1,469"
21.04.02,"653,958","3,169","221,501",572,"812,168","3,516","260,522",708,"1,250,142","1,561"
21.04.01,"657,126","30,902","220,929",350,"808,652","6,783","259,814",532,"1,248,581","1,327"
21.03.31,"626,225","9,146","221,279",110,"801,869","1,283","259,282",858,"1,247,254","5,380"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.03.30,"635,371",562,"221,169",106,"803,152","4,258","258,424",269,"1,252,634","1,935"
21.03.29,"634,809",194,"221,275",809,"798,894",371,"258,155",153,"1,254,569",100
21.03.26,"635,003","10,494","220,467",679,"799,265",163,"258,002",202,"1,254,669","2,635"
21.03.25,"624,509","11,101","219,787",232,"799,102",490,"257,800",301,"1,252,034","8,005"
21.03.24,"613,408","18,823","220,019","1,401","798,612",374,"257,499",433,"1,260,039","7,709"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.03.23,"632,231","6,172","218,619","1,829","798,238","5,931","257,066",107,"1,267,748","1,418"
21.03.22,"638,403","3,636","216,790","1,354","804,169",666,"257,173",648,"1,266,330",697
21.03.19,"634,767","6,945","215,436","3,275","804,835","6,763","257,821","1,234","1,265,633","3,914"
21.03.18,"641,712","9,461","212,161",872,"811,598","2,996","259,055",656,"1,261,719","1,034"
21.03.17,"632,251","26,739","211,289","1,145","808,602","7,161","258,399","1,290","1,260,685",258
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.03.16,"658,990","3,744","210,144",150,"815,763","2,778","257,109","1,246","1,260,427","3,137"
21.03.15,"662,734","21,720","210,294",825,"812,985","2,227","255,863",486,"1,257,290","2,594"
21.03.12,"641,014","64,642","211,119","1,223","815,212","4,415","255,377",410,"1,254,696","1,895"
21.03.11,"576,372","27,656","212,343",368,"810,797","9,045","254,967",229,"1,256,591",336
21.03.10,"604,028","76,969","211,975","1,273","801,752","1,430","254,738",953,"1,256,927","1,637"
,,,,,,,,,,
21.03.09,"680,997","3,672","213,248",256,"803,182","3,258","255,691","1,148","1,258,564","1,713"
21.03.08,"677,325","2,000","213,504","1,427","806,440","4,865","256,839",318,"1,260,277",361
21.03.05,"675,325","53,323","212,076",213,"811,305",545,"256,521",867,"1,259,916",833
21.03.04,"622,002","9,254","211,864",791,"811,850","4,033","255,654","4,294","1,260,749","1,215"
21.03.03,"631,256","37,764","212,655","1,205","815,883","2,058","251,360","3,059","1,259,534",649
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.03.02,"669,020","30,435","211,450",827,"813,825","4,467","248,301","1,023","1,258,885","2,331"
21.02.26,"638,585","11,586","210,623","5,423","809,358","9,126","247,278","1,921","1,261,216","1,939"
21.02.25,"650,171","6,538","216,046","2,168","818,484","12,966","245,357","1,195","1,259,277",200
21.02.24,"643,633","3,266","218,214","2,036","805,518","6,829","244,162","2,210","1,259,077","3,705"
21.02.23,"646,900","3,872","220,250",628,"812,347",522,"241,952","1,203","1,262,782","2,177"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.02.22,"650,771",635,"220,878",95,"812,869","2,261","240,749",957,"1,260,605",975
21.02.19,"650,136","10,779","220,973","3,219","815,130","2,566","239,792",658,"1,259,630","1,273"
21.02.18,"660,915","12,849","217,754",814,"817,696","6,942","239,134",315,"1,258,357","1,121"
21.02.17,"648,066",178,"216,941","1,176","824,638","4,769","238,819",469,"1,257,236","2,048"
21.02.16,"647,888",726,"215,765",461,"829,407","1,685","238,350","1,295","1,255,188","5,383"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.02.15,"648,614","10,351","215,303",287,"827,722","7,263","237,055",486,"1,249,805",861
21.02.10,"638,262","14,226","215,017",22,"820,459","5,086","236,569",461,"1,250,666","5,675"
21.02.09,"652,489",956,"214,995",529,"815,373","1,060","236,108",341,"1,244,991","5,874"
21.02.08,"653,444","6,499","214,465","5,924","814,313","11,459","235,767",450,"1,239,117","6,158"
21.02.05,"659,943",129,"208,541","7,170","825,772","1,430","235,317",632,"1,232,959","3,443"
,,,,,,,,,,
21.02.04,"660,071","7,077","201,371","1,119","824,342","4,913","234,685",68,"1,229,516","3,282"
21.02.03,"652,994","7,656","200,252","1,603","829,255","4,594","234,753",23,"1,226,234","3,036"
21.02.02,"660,650","22,262","198,649","6,002","824,661","1,150","234,730",947,"1,223,198","5,902"
21.02.01,"682,912","2,740","204,651","4,170","823,511","29,369","233,783",649,"1,217,296","5,357"
21.01.29,"680,172","3,118","208,821","2,296","794,142","7,792","233,134",254,"1,211,939","2,403"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.01.28,"683,290","18,912","211,117","1,275","801,934","4,641","232,880",313,"1,214,342","8,195"
21.01.27,"702,202","10,937","212,392","1,627","806,575","3,825","232,567",97,"1,206,147",618
21.01.26,"691,265","6,521","214,019",649,"802,750","7,724","232,470",6,"1,205,529","2,931"
21.01.25,"684,744","1,662","214,669","1,646","810,474","10,752","232,476",427,"1,202,598","2,852"
21.01.22,"683,082","4,714","213,022","3,645","799,722","3,066","232,049",79,"1,199,746","1,464"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.01.21,"678,369","5,612","209,378",533,"802,788","8,814","231,970",12,"1,198,282","4,134"
21.01.20,"672,757","1,236","208,844","2,277","793,974","2,851","231,958",90,"1,194,148","1,626"
21.01.19,"671,521","16,814","211,121",893,"791,123","9,206","232,048",167,"1,195,774","6,631"
21.01.18,"688,335","6,697","212,014",528,"781,917","2,300","232,215",349,"1,189,143","2,118"
21.01.15,"681,639","3,403","211,486",147,"784,217","6,809","231,866",215,"1,187,025","2,784"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.01.14,"678,236","23,161","211,339","3,148","791,026","4,884","232,081",389,"1,184,241","1,919"
21.01.13,"701,397","43,163","208,191","1,887","795,910","8,283","232,470",668,"1,182,322",221
21.01.12,"744,559","21,347","206,304","2,672","804,193","3,581","233,138","1,205","1,182,101","4,478"
21.01.11,"723,212","47,738","203,632","1,909","807,774","4,085","234,343",181,"1,177,623","5,654"
21.01.08,"675,474","17,245","201,723","1,906","803,689","10,310","234,524",441,"1,171,969",822
,,,,,,,,,,
21.01.07,"692,719","12,407","199,817","1,660","793,379","8,308","234,965",154,"1,171,147","2,623"
21.01.06,"680,312","14,097","198,157","3,262","785,071",134,"235,119",435,"1,173,770",536
21.01.05,"694,409","11,536","194,895","2,713","785,205","4,472","235,554",75,"1,174,306","1,965"
21.01.04,"682,873","26,640","192,182","1,257","780,733","4,622","235,479","2,128","1,172,341",804
20.12.30,"656,234","1,031","190,926",160,"776,111","5,674","233,351",65,"1,173,145","6,827"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20.12.29,"655,202","14,794","190,765","1,195","770,437","9,220","233,416",19,"1,179,972",73
20.12.28,"640,409","17,330","191,961","1,082","761,217","3,722","233,435",125,"1,179,899","2,742"
20.12.24,"623,079","10,187","193,043",469,"757,495","3,801","233,560",171,"1,182,641",323
20.12.23,"633,267","1,321","192,574",337,"753,694","1,688","233,731",155,"1,182,318","1,414"
20.12.22,"631,946","18,500","192,911",373,"752,006","5,156","233,886",33,"1,183,732",815
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20.12.21,"613,446","4,582","192,538",284,"757,162","4,015","233,919",61,"1,184,547","1,391"
20.12.18,"608,864","5,846","192,822","1,040","753,147","1,485","233,980",364,"1,183,156","2,349"
20.12.17,"614,711","12,260","191,782",739,"751,662","2,983","233,616",137,"1,180,807","2,065"
20.12.16,"602,451","3,691","191,042","1,211","748,679","1,459","233,753",13,"1,182,872","1,008"
20.12.15,"606,142","6,666","189,831","1,139","747,220",22,"233,766",314,"1,183,880","2,190"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20.12.14,"612,807",814,"188,692","1,527","747,198","3,856","234,080",730,"1,186,070",88
20.12.11,"613,621","5,893","187,165","1,423","743,342","4,153","234,810",624,"1,186,158","2,224"
20.12.10,"619,515","9,166","185,742",770,"739,189","3,445","235,434",218,"1,188,382","2,288"
20.12.09,"610,349","13,119","184,972",983,"742,634","6,634","235,652",305,"1,190,670","1,746"
20.12.08,"623,468","4,684","183,988",424,"749,268","7,642","235,957","1,200","1,192,416","2,743"
,,,,,,,,,,
20.12.07,"628,152","20,100","184,413",619,"756,910","1,345","234,757",214,"1,189,673",130
20.12.04,"608,052","12,912","183,794","1,253","758,255",891,"234,971","1,667","1,189,803","3,060"
20.12.03,"595,140","18,530","182,540","1,065","757,364","1,553","236,638",170,"1,186,743",47
20.12.02,"613,670","11,521","181,475","2,478","758,917","4,124","236,808",760,"1,186,696",480
20.12.01,"625,191","9,315","178,998",877,"754,793","1,526","237,568",739,"1,187,176","3,873"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20.11.30,"615,876","13,691","178,121",692,"753,267","4,065","236,829",127,"1,183,303","1,418"
20.11.27,"629,567","2,782","177,429",581,"757,332","2,154","236,702",15,"1,184,721","1,019"
20.11.26,"632,349","15,888","176,848",64,"755,178",87,"236,717",76,"1,185,740","1,074"
20.11.25,"616,460","15,530","176,783","1,235","755,265","4,262","236,793",644,"1,184,666",458
20.11.24,"600,931","16,453","175,549",788,"759,527",210,"237,437",129,"1,184,208","1,081"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20.11.23,"584,478","45,470","174,761","2,135","759,317","4,423","237,566",114,"1,183,127",545
20.11.20,"629,948","4,103","172,626",100,"754,894","1,329","237,452",149,"1,182,582",281
20.11.19,"634,051","17,309","172,726",143,"753,565",697,"237,601",335,"1,182,301","2,533"
20.11.18,"651,360","20,281","172,583","1,289","752,868",114,"237,936",302,"1,184,834","1,254"
20.11.17,"631,079","2,681","171,294",17,"752,982","1,437","238,238",106,"1,183,580","3,675"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
20.11.16,"628,398","61,616","171,278",694,"754,419","4,089","238,344",87,"1,179,905",816
20.11.13,"566,782","1,850","170,583",277,"750,330","6,538","238,431",185,"1,180,721",200
20.11.12,"564,932","10,310","170,860","2,265","743,792","2,569","238,616",203,"1,180,521","1,013"
20.11.11,"554,622","7,659","168,595","1,191","746,361",111,"238,413",130,"1,181,534",196
20.11.10,"546,963","2,862","167,405","1,751","746,250",107,"238,283",185,"1,181,730",449
,,,,,,,,,,
20.11.09,"544,101","25,110","165,654",4,"746,143","6,334","238,098",74,"1,181,281","1,013"
20.11.06,"518,990","7,550","165,649","1,335","739,809",552,"238,024",65,"1,180,268",681
20.11.05,"511,441","2,750","164,315",305,"739,257","8,527","238,089",35,"1,180,949",64
